SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Catégorie juridique (Niveau I);Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016
518966262;GECOFI;51896626200025;7022Z;;;33600;04/11/2009;De 20 à 49 salariés;Société commerciale;0;95991;0;0;0;0;0;0;498056;0;0;0;5026;17405;620612;0;0;716604;7500;0;13108;29757;0;0;0;0;0;0;0;90804;0;0;69585;0;0;686846;716604;0;2081312;0;2081312;5020;20520;2106861;0;0;6725;0;693810;22157;878067;450513;42839;0;0;0;10;2094122;12738;1011;1823;1823;0;0;6721;0;0;5659;1061;13108;0;-120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11926;PESSAC;12;3
487654808;FERME DE JEANSARTHE / JEANSARTHE;48765480800012;1012Z;;;40500;15/01/2006;De 10 à 19 salariés;Société commerciale;0;318675;51193;0;0;191454;4713;6513;407908;60728;0;0;131291;13296;867097;0;0;1185771;15000;267837;84528;373442;0;0;0;0;80330;196727;1634;83577;66180;0;383882;0;0;812329;1185771;0;2597792;0;2597792;6402;175;2626030;19645;1452;1281001;689;753626;29836;389723;58187;44153;0;9028;0;3685;2591025;35004;50415;2619;2619;0;0;4567;0;0;399;4168;84528;0;2441;0;0;0;0;0;0;0;0;0;0;0;0;18966;0;1716;0;82801;CAUNA;12;5
484986021;DESIGNHEURE;48498602100034;4647Z;;;34200;01/11/2005;De 10 à 19 salariés;Société commerciale;0;393012;192114;0;11297;0;0;10819;34061;51418;0;6070;234497;46243;586519;0;0;979531;46620;410455;95373;558010;0;0;0;0;131148;594;118503;118837;50460;0;1981;0;0;421522;979531;551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SETE;12;6,1
512025115;GABRIEL;51202511500027;5610C;;;77220;23/04/2009;De 50 à 99 salariés;Société commerciale;0;112762;20888;0;0;0;4928;4543;6136;57594;0;0;778807;7700;880598;0;0;993361;8000;0;204406;567447;0;0;0;0;27805;0;0;182738;206104;9264;0;0;0;425913;993361;1422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135234;0;0;0;0;0;0;0;0;0;0;0;0;GRETZ-ARMAINVILLIERS;12;7
447690660;HPA HOLDING / GARRIGAE HOTELS & RESORTS;44769066000058;6420Z;;;75008;01/04/2003;De 1 à 2 salariés;Société commerciale;0;12461318;0;0;0;5087287;0;0;617082;353102;0;6500000;101425;0;12658896;0;0;25120214;5000000;-4249133;936818;4073533;0;0;0;107993;19500000;248129;0;230825;780196;1000;178537;0;0;21046681;25120214;0;3084996;0;3084996;0;370089;8465834;6300000;0;0;0;791782;80099;262507;6400;17858;0;0;0;114813;7573458;892376;231337;193616;193616;0;140579;206928;0;0;234930;-28001;936818;0;-70435;128619;6834;184068;581985;179723;0;0;0;0;0;0;0;5010202;0;0;0;894384;PARIS 8;12;6,6
530532142;LABORATOIRES DERMOSUN;53053214200037;2042Z;;;81570;01/02/2011;De 10 à 19 salariés;Société commerciale;0;297837;77876;170526;0;0;0;3642;142776;91781;0;0;87169;400;574170;0;0;872007;50000;93006;40868;197734;0;0;0;0;236109;245748;0;38452;94113;0;59851;0;0;674273;872007;0;1374196;192971;1567167;432;482;1561852;0;0;611023;4136;537844;10924;212911;78882;37605;0;0;0;16656;1509981;51871;0;7665;7665;0;0;5695;0;0;1814;3881;40868;0;7219;0;0;0;47366;23891;0;0;0;0;0;0;0;-6229;0;0;0;44206;SEMALENS;12;5,1
718500747;LES GRAVIERES ET CONCASSAGES D'OFFENDORF;71850074700016;0812Z;;;67850;01/01/1971;De 6 à 9 salariés;Société commerciale;0;130373;154725;0;0;140919;0;410;56899;39959;0;0;679747;32003;1104664;0;0;1235038;300000;-303925;17698;246830;0;732091;0;0;645;0;0;163328;82060;0;10081;0;0;256116;1235038;0;130394;1208609;1339004;0;1103;1440042;0;0;427;0;615127;31136;311938;123810;22409;0;0;49631;236454;1390935;49106;193;31601;31601;0;0;0;0;0;0;0;17698;0;0;0;42759;0;151;0;0;0;0;0;0;0;0;99933;0;0;0;17698;OFFENDORF;12;7,4
789698735;M.S.D.;78969873500014;4752B;;;38350;27/11/2012;De 10 à 19 salariés;Société commerciale;0;308744;0;0;0;0;812676;8382;67038;60410;0;0;15950;21494;985950;0;0;1294694;48000;0;-42999;144477;0;0;0;0;659495;76884;6268;309484;90611;0;66;0;7408;1150217;1294694;0;2420492;0;2420492;3362;497;2425342;1925597;-310310;0;0;399815;30162;310217;76755;20210;0;145;0;1763;2454353;-29011;190;18298;18298;0;0;7110;110;833;2990;4120;-42999;0;0;633;27333;0;19597;0;0;0;0;0;0;0;0;0;0;0;0;-47119;SUSVILLE;12;2,6
412612335;ASSAINISSEMENTS ROUTES OUVRAGES DIVERS;41261233500015;4312A;;;94220;23/05/1997;De 10 à 19 salariés;Société commerciale;0;17847;33091;0;0;0;0;10745;897569;64943;0;90540;189584;31234;1317706;0;0;1335553;100000;721402;24261;855663;0;100000;0;0;29364;184;0;194120;152955;0;3267;0;0;379890;1335553;0;1870434;0;1870434;0;3617;1874069;0;0;349331;-816;561009;10756;553218;351296;18076;0;0;0;174;1843043;31025;154;593;593;0;0;0;0;0;3898;-3898;24261;0;2428;15005;56015;0;90331;12993;0;0;0;0;0;0;0;0;0;13025;0;30587;CHARENTON-LE-PONT;12;5,2
409908621;BOVIS PAYS DE LOIRE;40990862100058;4941B;;;49480;04/11/1996;De 10 à 19 salariés;Société commerciale;0;55318;0;0;0;0;0;5440;207382;207360;0;0;150227;14507;584917;0;0;640235;200000;0;85681;361615;0;0;0;0;323;170;9754;108916;159369;0;0;0;89;278620;640235;0;1375529;0;1375529;0;6303;1381832;-290;0;8924;0;662355;25807;396614;161153;8498;0;0;0;0;1263061;118771;1091;33;33;0;0;796;0;0;2567;-1771;85681;0;32377;207382;0;0;159369;0;0;0;0;0;0;0;0;0;0;38279;0;119829;VERRIERES-EN-ANJOU;12;7,1
332538420;LOISIRS NAUTIQUES 74;33253842000032;4649Z;;;74200;01/05/1985;De 6 à 9 salariés;Société commerciale;0;317121;0;0;4556;0;965603;14875;305974;41408;0;0;45486;6123;1384025;0;0;1701146;37000;0;115065;334208;0;0;0;0;212802;1758;186603;754120;112825;0;0;0;98830;1366938;1701146;0;0;0;0;3961;0;3694225;2648073;-255345;0;0;539819;75437;342953;100833;0;0;0;0;101;3512447;181778;0;0;17486;0;0;748;0;0;16063;-15315;115065;0;34231;0;0;0;0;24907;0;0;0;0;0;0;0;286;0;0;0;-17486;THONON-LES-BAINS;12;1,6
338753411;CUBIC SAS;33875341100093;7490A;;;69009;01/06/1986;De 10 à 19 salariés;Société commerciale;0;117363;0;0;173909;0;0;0;457076;4716;0;0;11996;7338;655035;0;0;772397;130185;-14221;48135;273440;0;0;0;0;8460;163578;0;14831;192724;0;119365;0;0;498957;772397;8460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LYON 9EME;12;4,3
379819550;TAVERNY CENTRE COMMERCIAL SAS;37981955000011;5610C;;;95150;02/11/1990;De 50 à 99 salariés;Société commerciale;0;500980;27981;0;0;0;0;0;20864;172766;0;0;715596;17194;954402;0;0;1455382;7650;0;559265;567680;0;0;0;0;340160;0;0;315107;230274;2160;0;0;0;887702;1455382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101036;0;5539;87798;0;0;0;0;0;0;0;0;0;0;0;0;TAVERNY;12;6,9
530954874;BATIFACADES;53095487400042;4331Z;;;25115;01/03/2011;De 20 à 49 salariés;Société commerciale;0;42921;0;41269;0;0;0;0;166206;63404;0;195;160250;3540;434864;0;0;477785;5000;0;46063;232861;0;0;0;0;92;37574;0;106389;100870;0;0;0;0;244924;477785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31937;61345;0;29127;0;0;0;0;0;0;0;0;0;0;0;0;0;POUILLEY-LES-VIGNES;12;6,2
449929785;POLIDALLE;44992978500045;4120A;;;77220;01/09/2003;De 20 à 49 salariés;Société commerciale;0;136381;0;0;0;0;0;2000;636057;402575;0;18905;139057;3290;1201882;0;0;1338263;65000;282;141665;414447;0;0;0;0;72227;0;5290;302818;294364;0;249117;0;0;923816;1338263;0;0;0;1861707;0;0;1876794;0;0;289637;0;576339;8733;623510;146545;0;0;0;0;7;1688147;188647;0;0;5255;0;0;22769;0;0;6134;16635;141665;0;58362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183392;GRETZ-ARMAINVILLIERS;12;7
405201260;BOUILLON RACINE;40520126000016;5610A;;;75006;07/05/1996;De 20 à 49 salariés;Société commerciale;0;435854;6364;0;0;0;14412;0;40389;1645949;0;0;278948;5184;1991246;0;0;2427100;559360;933192;96481;1627540;0;20363;0;0;328478;0;0;215850;234868;0;0;0;0;779197;2427100;0;2418649;0;2418649;3911;0;2423511;545568;4326;264;2594;657012;36954;776745;292957;29521;0;0;0;3499;2349439;74072;36386;3500;3500;0;0;8935;0;0;17;8918;96481;0;19395;40389;0;0;0;-188301;0;0;0;0;0;0;0;0;0;0;0;106958;PARIS 6;12;6,6
322838251;JEDE FRANCE;32283825100153;4669C;;;91250;01/09/1981;De 10 à 19 salariés;Société commerciale;0;1619015;0;0;0;0;659462;0;802876;744656;0;0;180678;15271;2402942;0;0;4021957;838200;-346024;-295065;1615427;0;41000;0;0;528048;0;0;1196145;610941;0;0;0;30397;2365530;4021957;26938;8447056;0;8447056;6070;0;8455974;3618819;47167;0;0;2153325;114010;1650144;728376;464052;0;0;0;539;8776430;-320456;5469;25900;25900;0;0;68105;49036;0;22817;45289;-295065;0;-533;802846;0;0;0;79330;0;0;0;0;0;49;0;0;0;126372;0;-340887;TIGERY;12;3,6
341604858;SITACI;34160485800082;5829C;;;44115;11/06/1987;De 20 à 49 salariés;Société commerciale;0;261393;0;0;0;0;0;0;891327;43134;0;0;470520;15908;1420889;0;0;1682281;350000;0;432578;830450;0;0;0;0;0;248148;0;63855;302193;0;20152;0;217483;851831;1682281;0;1621130;64619;1685750;0;9940;1818300;175960;0;0;0;480583;7024;388439;158511;17347;0;39622;0;8;1267493;550807;756;2002;2002;0;0;5000;0;0;0;5000;432578;0;121983;27731;67637;0;162326;3700;0;0;0;0;0;10;0;0;122497;0;0;549561;HAUTE-GOULAINE;12;
453278475;CROCUS TECHNOLOGY;45327847500067;7112B;;;38000;07/04/2004;De 20 à 49 salariés;Société commerciale;0;13865099;0;0;0;0;0;0;3746991;1006923;0;0;221439;35233;5010586;0;3968099;22843783;898431;-131729251;-47484266;-45936194;0;3968100;0;2999612;2976;35058690;0;6516967;610887;343860;0;0;19190997;64723988;22843783;2976;0;0;8073634;24500;108542;8206685;0;0;158536;0;13789587;33389;1216896;520363;0;981514;0;0;400011;17100296;-8893611;3056917;1852574;41739085;39736969;2538257;1499013;0;0;2067848;-568835;-47484266;0;-660349;0;182524;0;10194;14167066;0;0;0;0;0;0;87889;0;0;0;0;-47575780;GRENOBLE;12;2,2
812354058;AIRKA;81235405800024;5610C;;;91210;02/07/2015;De 20 à 49 salariés;Société commerciale;0;657401;20014;0;0;0;0;1310;12942;0;0;0;71139;19916;182538;0;0;839939;10000;0;-285548;-275548;0;0;0;0;0;0;0;78874;0;0;0;0;0;1115488;839939;0;2073852;919;2074771;16130;24291;2123474;0;0;557845;-20014;599093;20472;549332;109801;122085;0;0;0;458481;2397095;-273621;0;11065;11065;0;0;136937;0;0;137799;-862;-285548;0;0;0;30661;0;340;1402;0;0;0;0;0;0;0;0;0;14987;0;-284686;DRAVEIL;12;2,1
807446075;SOCIETE D'EQUIPEMENT ELECTRIQUE DE L'ATLANTIQUE;80744607500028;4321A;;;17770;03/07/2014;De 20 à 49 salariés;Société commerciale;0;66264;3286;0;0;0;0;0;218531;18435;0;40000;76069;1477;357800;0;0;424064;7500;1178;51106;60535;0;0;0;0;37333;11249;0;171346;94229;0;242;0;49128;363529;424064;163;1097151;0;1097151;1200;1225;1099580;0;0;441208;-2391;261485;4961;232198;88516;12175;0;0;0;2;1038155;61424;151;939;939;0;0;0;0;0;700;-700;51106;0;8831;0;32342;8831;35511;8572;0;0;0;0;0;0;0;0;0;0;0;60637;BURIE;12;6,6
690801311;ETABLISSEMENTS DEJEAN ET FILS / ARBELL;69080131100141;4772A;;;31000;01/01/1969;De 10 à 19 salariés;Société commerciale;0;1542468;0;0;0;0;921023;0;0;199172;0;53207;1041210;36558;2251171;0;0;3793640;46000;0;673463;2340830;0;0;0;0;517638;13185;0;560276;361591;0;117;0;0;1452810;3793640;0;3065076;0;3065076;250;276256;3341872;1683217;180104;12565;0;809005;35228;367068;105547;162607;0;72445;0;3510;3431300;-89428;10148;24776;24776;0;0;2150000;0;0;1059489;1090510;673463;0;312991;0;37124;255899;28041;744083;0;0;0;0;0;0;0;0;0;0;0;-104056;TOULOUSE;12;6,9
501212641;NINETTE;50121264100010;2829A;;;11100;15/12/2007;De 20 à 49 salariés;Société commerciale;0;28714;248837;51772;0;0;0;0;341218;321816;0;0;181502;0;1145145;0;0;1173859;5000;111550;70514;187563;0;0;0;0;348;0;34381;724974;109806;0;116787;0;0;986296;1173859;348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37500;0;0;0;0;0;0;0;164019;19;0;0;0;0;0;0;NARBONNE;12;5,5
392114930;AUTO EXPERTISES DU BEARN;39211493000036;6621Z;;;64140;01/08/1993;De 20 à 49 salariés;Société commerciale;0;455746;0;0;60142;0;0;0;219852;36642;0;0;285658;10161;612455;0;0;1068201;70000;21497;185499;751387;0;41666;0;0;300;0;0;36677;163958;0;74214;0;0;275148;1068201;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10992;49924;6022;43122;0;0;0;0;0;136702;13;0;0;0;0;0;0;LONS;12;5,9
440852788;JULIETTE / BRICOMARCHE;44085278800023;4752B;;;21500;11/02/2002;De 10 à 19 salariés;Société commerciale;0;553031;0;0;0;0;1064894;0;29370;171482;0;0;20977;52433;1339155;0;0;1892186;144176;0;-23875;421001;0;0;0;0;927457;69;7387;390368;144917;987;0;0;0;1471186;1892186;309957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12951;34492;0;37801;104612;0;0;0;0;0;0;0;0;0;0;0;0;MONTBARD;12;3,6
483325585;MAGNUM;48332558500014;4120B;;;93140;20/07/2005;De 10 à 19 salariés;Société commerciale;0;38801;0;0;0;0;0;626;413159;28142;0;0;23908;25;465860;0;0;504661;1560;8454;113950;123963;0;0;0;0;0;49916;0;106082;190796;0;33904;0;0;380698;504661;0;2131560;0;2131560;7456;12433;2154275;833518;0;0;0;635708;12204;444050;60668;5563;0;1434;0;8096;2001240;153035;647;0;0;0;0;0;0;0;3290;-3290;113950;0;36442;1577;63296;36442;90603;0;0;0;0;0;312912;17;0;0;0;0;0;153682;BONDY;12;6,4
