SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Catégorie juridique (Niveau I);Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016
530413327;BOUCHERIE CHARCUTERIE HATIM;53041332700020;4781Z;"Jugement de clôture pour insuffisance d'actif
Jugement de conversion en liquidation judiciaire
Jugement d'ouverture d'une procédure de redressement judiciaire";"24/09/2020
12/03/2020
16/01/2020";01130;01/01/2011;De 1 à 2 salariés;Société commerciale;0;133434;0;0;0;0;54594;0;78912;7446;0;195;30437;426;172011;0;0;305445;1500;11487;26218;56911;0;0;0;0;0;46428;0;193065;0;0;9039;0;0;248534;305445;0;0;0;538232;0;0;546203;470573;-28144;1347;0;54594;1261;0;0;11540;0;0;0;0;511174;35028;3;0;2443;0;0;0;0;0;1707;0;26218;0;4663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NANTUA;12;6,1
479417180;SARL LECOEUR JEAN-FRANCOIS;47941718000011;4623Z;;;41600;01/04/2004;De 1 à 2 salariés;Société commerciale;0;267341;0;0;0;0;128671;0;230360;10551;0;103161;241838;5670;720251;0;0;987593;37000;0;33223;584504;0;0;0;0;92173;85560;0;199160;19492;6693;10;0;0;403088;987592;0;2673872;8180;2682052;6101;14523;2702745;2266795;23986;0;0;173365;3010;113512;12115;63197;0;2097;0;5366;2663443;39301;659;1325;1325;0;0;0;0;0;10;-10;33223;0;5402;4248;6588;0;4662;25662;0;0;0;0;0;0;0;0;0;0;0;38635;VOUZON;12;5,7
400103420;LEICK TRAVAUX PUBLICS;40010342000016;4399C;;;57570;02/01/1995;De 3 à 5 salariés;Société commerciale;0;215913;0;0;0;0;0;0;83205;17662;0;462350;185269;660;749148;0;0;965061;38600;75520;104410;763191;0;0;0;0;12631;11746;0;93894;83598;0;0;0;0;201870;965061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10588;0;0;0;0;0;0;0;0;0;0;0;0;BEYREN-LES-SIERCK;12;6,9
498481969;SD SERVICE;49848196900034;8559A;;;37510;02/07/2007;De 3 à 5 salariés;Société commerciale;0;904;0;0;0;0;0;0;164422;6591;0;0;217916;186;389115;0;0;390019;8000;218952;47296;276476;0;2030;0;0;0;5065;0;32654;55865;0;17928;0;0;111513;390019;0;411580;0;411580;0;7164;418746;0;2130;0;0;206357;1974;112079;35833;1004;0;2030;0;9;361416;57332;0;0;0;0;0;0;0;0;0;0;47296;0;10036;1543;14889;0;27615;0;0;0;0;0;0;0;0;0;0;0;0;57332;BALLAN-MIRE;12;7,9
491686614;POUR LA RESTAURATION SARL / DAUPHINE FENETRES;49168661400042;4673A;"Jugement de clôture pour insuffisance d'actif
Dépôt de l'état des créances
Jugement d'ouverture de liquidation judiciaire";"07/05/2021
02/04/2021
31/07/2020";38140;28/08/2006;0 salarié à la fin de l'année;Société commerciale;0;24138;0;0;0;0;13909;0;20868;18917;0;20368;10719;214;84995;0;0;109132;20000;-25898;-9370;24868;0;0;0;0;12531;219;0;26334;24671;0;20509;0;0;84264;109132;0;339747;0;339747;4023;0;351207;143609;-2800;15313;0;114073;1688;85324;1083;0;0;0;0;1;361957;-10750;2088;0;579;0;0;0;0;0;661;-661;-9370;0;-533;26368;0;0;0;2772;0;0;0;0;0;0;0;0;0;0;0;-9242;RIVES;12;3,3
444498828;FRALA SAS;44449882800037;7010Z;;;80300;12/12/2002;De 1 à 2 salariés;Société commerciale;0;5359981;0;0;0;0;0;0;83615;889245;0;1016;1090056;1200;2065132;0;0;7425113;40000;729900;978061;5611103;0;0;0;0;1610575;159016;0;4781;39637;0;0;0;0;1814009;7425113;0;303679;0;303679;0;18011;321690;0;0;0;0;42069;5981;202729;0;33116;0;0;0;1;283896;37794;969652;5995;5995;0;0;460;0;0;0;460;978061;0;23849;0;0;0;35297;407434;0;0;0;0;0;0;0;0;0;10617;0;1001450;ALBERT;12;8,6
528704760;AOPC;52870476000032;7010Z;;;17000;25/10/2010;De 1 à 2 salariés;Société commerciale;0;175239;0;0;0;0;0;0;23926;103517;0;0;24877;1340;173033;0;0;348272;11500;0;3881;176768;0;0;0;0;0;140996;0;16552;13955;0;0;0;0;171503;348272;0;184200;0;184200;0;19169;203785;0;0;0;0;115410;6871;49356;33136;1861;0;0;0;1430;208064;-4279;1594;1005;1005;0;0;0;0;0;180;-180;3881;0;-7751;0;3682;0;5520;0;0;0;0;0;0;0;0;0;0;0;0;-3690;LA ROCHELLE;12;5,2
316810845;SARL PELLEGRINI FRERE ET SOEURS IMMOBILIER;31681084500024;6420Z;;;34380;01/01/1979;De 3 à 5 salariés;Société commerciale;0;4491348;0;0;0;0;0;1308;68051;938529;0;740000;893333;4092;2645315;0;0;7136664;762245;0;-176015;5291645;0;0;0;0;1236998;440351;0;25365;62876;0;79426;0;0;1845018;7136664;0;384093;0;384093;0;8211;446606;14761;0;0;0;218415;54500;83812;500;131110;0;0;0;11001;514101;-67495;15940;129901;129901;0;0;15245;15245;8733;9804;5440;-176015;0;0;0;31672;0;11999;117915;0;0;0;0;73456;0;0;0;0;0;0;-181456;SAINT-MARTIN-DE-LONDRES;12;4,7
412208696;IMMOBATI 71;41220869600036;6831Z;;;69002;21/05/1997;0 salarié pendant l'année;Société commerciale;0;4110;0;205123;0;0;0;0;0;19805;0;20;56967;0;281914;0;0;286024;7622;0;87454;95838;0;0;0;0;0;176618;0;1503;407;0;11658;0;0;190186;286024;0;591909;0;591909;0;0;488459;363000;0;0;0;36020;1088;0;0;0;0;0;0;0;400108;88351;0;898;898;0;0;0;0;0;0;0;87454;0;0;0;0;0;0;0;0;0;0;0;250;0;0;-105450;0;0;0;87454;LYON 2EME;12;8
479961633;MARTY CONSTRUCTION;47996163300019;4399C;;;11590;03/01/2005;De 3 à 5 salariés;Société commerciale;0;6687;15487;0;0;0;760;0;24152;13883;0;187772;39097;0;281151;0;0;287837;3000;180092;16101;199493;0;0;0;0;0;0;0;39182;0;0;49163;-1918;0;88344;287837;0;0;0;401762;5398;0;410626;0;62;139905;0;82897;1985;107249;49187;7894;0;0;0;0;389179;21447;2587;0;43;0;0;1566;0;0;7536;0;16101;0;1919;0;0;0;0;0;0;0;0;0;0;0;0;3466;0;0;0;0;OUVEILLAN;12;7,4
432558211;JDBL / AFFLELOU;43255821100012;4778A;;;88800;02/05/2000;De 3 à 5 salariés;Société commerciale;0;156339;0;0;0;0;103356;0;0;21363;0;0;106861;4201;235781;0;0;392120;8000;-24734;34758;65720;0;0;0;0;120674;302;0;147928;57496;0;0;0;0;326400;392120;0;886195;0;886195;3437;0;889632;378988;14199;0;0;167204;6698;171442;47064;21824;0;0;0;30559;837979;51654;94;4174;4174;0;0;0;0;0;6191;-6191;34758;0;6625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47574;VITTEL;12;6,5
532906559;CABINET LORY;53290655900028;8291Z;;;72170;04/06/2011;De 6 à 9 salariés;Société commerciale;0;389775;0;0;0;0;0;0;0;0;0;0;93339;0;93339;0;0;483114;10000;0;86403;307178;0;0;0;0;0;175500;0;0;436;0;0;0;0;175936;483114;0;0;0;0;0;0;0;0;0;0;0;1260;249;0;0;0;0;0;0;0;1509;-1509;88349;0;0;0;0;0;0;0;0;0;86403;0;436;0;0;436;0;39000;0;0;0;0;0;0;0;0;0;0;0;86839;BEAUMONT-SUR-SARTHE;12;6,4
379863889;SARL ENTEC L-R;37986388900034;7112B;Jugement d'ouverture de liquidation judiciaire;21/02/2020;11000;05/11/1990;De 10 à 19 salariés;Société commerciale;0;41298;0;0;0;0;0;0;148830;14631;0;165;1628;31720;196974;0;0;238272;8000;-76480;-49494;51969;0;0;0;0;13088;26565;0;28219;117230;0;1200;0;0;186303;238272;3340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32616;0;40419;0;0;0;0;0;9664;10;0;0;0;0;0;0;CARCASSONNE;12;3,4
401805494;AUTO BILAN GRASSE;40180549400010;7120A;;;06130;17/07/1995;De 1 à 2 salariés;Société commerciale;0;12145;0;0;0;0;0;0;6742;10942;0;0;19811;3748;41243;0;0;53388;7622;15215;1939;33362;0;0;0;0;0;0;0;11180;3048;0;5798;0;0;20026;53388;0;240337;0;240337;0;0;240703;0;0;16198;0;132695;5767;45122;18996;4159;0;0;0;3;222939;17764;0;111;111;0;0;196;0;0;15910;-15714;1939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17653;GRASSE;12;6,6
317383503;ETS GRUNDER;31738350300032;0812Z;;;67110;01/01/1975;De 1 à 2 salariés;Société commerciale;0;58563;33807;0;0;0;0;0;79986;3170;0;0;88034;0;204997;0;0;263560;40000;274;85855;130129;0;31022;0;0;15826;0;0;28639;48824;0;9119;0;0;102409;263560;0;318245;0;318245;0;2268;320525;0;0;14174;-10812;48469;6112;88987;32705;1695;0;0;0;22388;203719;116806;0;1194;1194;0;0;0;0;0;0;0;85855;0;29756;4059;28878;4315;1722;8958;0;0;0;0;0;0;0;0;0;0;0;115611;OBERBRONN;12;8,6
444578520;METALLERIE OCCHIALINI;44457852000017;4332B;;;06500;16/12/2002;De 1 à 2 salariés;Société commerciale;0;57616;3275;41679;0;0;0;0;53109;11995;0;50000;58255;156;218470;0;0;276086;7500;0;-15554;237835;0;0;0;0;0;214;0;24904;13134;0;0;0;0;38252;276086;0;190606;0;190606;0;2311;208158;0;0;52147;-980;79293;7373;55796;28922;1208;0;0;0;2;223761;-15603;49;0;0;0;0;0;0;0;0;0;-15554;0;0;0;5026;0;6088;0;0;0;0;0;0;0;0;15194;0;2941;0;-15554;MENTON;12;4,9
389952698;TRANSPORTS MARGARIDO;38995269800022;4941A;;;41330;01/01/1993;De 3 à 5 salariés;Société commerciale;0;360462;0;0;0;0;0;0;275945;100348;0;0;1576513;940;1953745;0;0;2314208;80100;955222;303257;1371596;0;0;0;0;0;634652;0;89499;181626;0;36834;0;0;942611;2314208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AVERDON;12;6,8
397430430;ORGANIS RECHERCHE QUALITE EMPLOI EUROPE;39743043000033;7022Z;;;31000;15/06/1994;De 6 à 9 salariés;Société commerciale;0;87636;0;0;6000;0;0;0;72832;10153;0;0;103338;409;192732;0;0;280368;26313;3013;15904;121486;0;0;0;0;0;5211;0;10977;121278;0;18415;0;3000;158882;280368;0;407414;0;407414;0;0;409813;0;0;0;0;156230;2942;166013;63882;4475;0;737;0;32;394312;15500;1017;0;0;0;0;0;0;0;432;-432;15904;0;182;737;30788;0;12421;0;0;0;0;0;60117;7;0;2000;0;0;0;16518;TOULOUSE;12;6,1
344048897;AUTOSCOPIE;34404889700013;7120A;"Jugement de plan de redressement
Dépôt de l'état des créances
Jugement d'ouverture d'une procédure de redressement judiciaire";"07/06/2013
17/03/2013
29/03/2012";94170;04/01/1988;De 3 à 5 salariés;Société commerciale;0;179023;0;0;0;0;0;0;90647;135702;0;0;43053;4197;273598;0;0;452621;26000;83503;23901;136003;0;0;0;0;0;47718;0;139896;61512;0;67491;0;0;316617;452621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13103;0;31480;0;0;0;0;0;33340;6;0;0;0;0;0;0;LE PERREUX-SUR-MARNE;12;5,4
531634103;LA BOUTIK;53163410300026;4775Z;;;69100;04/04/2011;De 1 à 2 salariés;Société commerciale;0;43755;0;0;0;0;25213;0;41396;9622;0;0;6976;1580;84787;0;0;128542;5000;9919;2302;17721;0;0;0;0;0;38474;0;48158;0;0;24190;5744;0;110821;128542;0;0;0;402655;0;0;412115;243865;-7597;0;0;72178;4485;68577;23126;3719;0;0;0;549;408904;3211;0;0;1166;0;0;2040;0;0;1429;0;2302;0;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VILLEURBANNE;12;4
506680057;SOCIETE VOSGIENNE DE PRODUITS ROUTIERS;50668005700011;2399Z;;;88100;01/01/1966;0 salarié pendant l'année;Société commerciale;0;110000;60000;0;0;0;0;0;743000;663000;0;0;34000;0;1500000;0;0;1610000;105000;0;33000;186000;0;0;0;0;92000;0;0;872000;30000;14000;0;0;0;1424000;1610000;0;581000;0;581000;0;2386000;2967000;0;0;0;0;2393000;5000;0;0;104000;0;0;0;0;2502000;465000;0;0;-4000;0;0;37000;0;0;0;37000;33000;0;17000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13000;SAINTE-MARGUERITE;12;4,2
487872319;SARL DOMIA;48787231900024;7490B;;;76330;02/01/2006;De 1 à 2 salariés;Société commerciale;0;6798;0;0;0;0;0;0;64152;15863;0;0;27472;564;108217;0;0;115015;5000;-131434;27316;-87433;0;0;0;0;0;4241;0;18183;0;0;180024;0;0;202448;115015;0;0;0;438370;0;0;439329;0;0;0;0;161656;12312;179530;45288;318;0;0;0;9;399113;40216;807;0;1364;0;0;498;0;0;12841;0;27316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PETIVILLE;12;4,1
812424562;ISO DECOR;81242456200013;4321A;;;95100;01/07/2015;De 10 à 19 salariés;Société commerciale;0;7029;0;0;0;0;3520;0;0;4223;0;0;20797;0;28540;0;0;35568;1000;499;10139;11638;0;0;0;0;0;0;0;1920;0;0;22010;17859;0;23930;35568;0;0;0;82929;0;0;82930;102;0;0;0;36633;482;25376;6366;2042;0;0;0;1;71002;11928;0;0;0;0;0;0;0;0;0;0;10139;0;1789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ARGENTEUIL;12;8,3
481717593;FABRICE PONTHIEU / PONTHIEU AUTOMOBILES;48171759300018;4511Z;;;59150;01/04/2005;De 1 à 2 salariés;Entrepreneur individuel;0;3154;0;0;0;0;32538;0;16176;3491;0;0;68860;135;121200;0;0;124354;0;12900;16360;65465;0;0;0;0;0;0;0;38935;0;0;19954;3588;0;58890;124354;0;0;0;377880;0;0;377945;109430;-17315;157108;0;53380;2644;35779;16712;1325;0;0;0;60;359123;18822;0;0;0;0;0;592;0;0;175;0;16360;0;2879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WATTRELOS;12;6,9
381744341;STE EXPLOITATION DES ETS LAMATHE;38174434100011;4661Z;;;65290;01/04/1991;De 1 à 2 salariés;Société commerciale;0;153243;0;0;0;0;203300;0;40266;5907;0;0;134401;0;384031;0;0;537274;7622;290716;22460;335820;0;0;0;0;0;3331;0;48982;0;0;149142;0;0;201454;537274;0;0;0;435668;0;0;438936;309398;4822;0;0;45860;1942;40546;8055;1681;0;0;0;1;412305;26632;982;0;1639;0;0;0;0;0;0;0;22460;0;3515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOUEY;12;6,4
518820030;BOUCHERIE DES GOURMETS  LES CEDRES;51882003000014;4722Z;;;93190;14/11/2009;De 1 à 2 salariés;Société commerciale;0;141531;0;0;0;0;4572;0;0;1234;0;50;14598;3038;23492;0;0;165023;30000;36186;13665;81351;0;0;0;0;2425;42426;0;19274;19548;0;0;0;0;83672;165023;0;411596;0;411596;0;0;411596;232056;-462;6108;0;38939;3358;76510;37111;1583;0;0;0;80;395284;16312;1;722;722;0;0;1;0;0;0;1;13665;0;1927;0;15606;0;1007;0;0;0;0;0;0;0;0;0;0;0;0;15591;LIVRY-GARGAN;12;6,2
751170796;ATM CAREGHI;75117079600013;4399C;;;83860;01/04/2012;De 1 à 2 salariés;Société commerciale;0;79606;710;0;0;0;0;0;2815;7754;0;0;21919;163;33362;0;0;112967;61690;0;10021;95076;0;0;0;0;1452;6093;1406;5245;3693;0;2;0;0;17891;112967;0;308708;0;308708;0;0;309526;0;0;64040;-70;115360;6480;64423;33675;10486;0;2000;0;1057;297450;12076;0;172;172;0;0;0;0;0;270;-270;10021;0;1613;4640;2818;460;0;5665;0;0;0;0;0;0;0;0;0;1650;0;11904;NANS-LES-PINS;12;6,8
821613916;AUXILIUM LYON OUEST;82161391600013;6619B;;;69009;13/07/2016;De 3 à 5 salariés;Société commerciale;0;36590;0;0;0;0;0;0;62480;25147;0;0;11850;3971;103449;0;0;140040;62000;0;845;62845;0;0;0;0;38272;12023;0;3409;23489;0;0;0;0;77194;140040;0;128426;0;128426;0;1225;129651;0;0;0;0;41023;6367;58872;17373;4742;0;0;0;2;128380;1270;1;383;383;0;0;0;0;0;43;-43;845;0;0;0;0;0;0;3054;0;0;0;0;0;0;0;0;0;0;0;889;LYON 9EME;12;4,2
529280703;HYDRONEO SOLAR 1;52928070300339;3511Z;;;75002;18/11/2010;;Société commerciale;0;1395959;0;0;0;0;0;0;98450;5154;0;0;108337;0;211941;0;0;1607900;5000;-156094;14852;-136242;0;0;0;0;1549900;178045;0;13816;2381;0;0;0;0;1744142;1607900;0;475777;0;475777;0;0;475779;0;0;0;0;190646;4350;0;0;171384;0;0;0;0;366380;109399;0;90710;90710;0;0;0;0;0;3837;-3837;14852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18689;PARIS 2;12;6,4
492511688;RAVADEX;49251168800037;4399C;"Jugement de plan de redressement
Jugement d'ouverture d'une procédure de redressement judiciaire";"31/01/2018
29/12/2016";77100;04/08/2006;De 3 à 5 salariés;Société commerciale;0;439491;65744;0;0;0;0;77393;850619;279500;0;0;18939;24458;1316654;0;0;1756144;25000;-3315;-9735;247197;0;0;0;0;92551;5673;18017;754199;208322;0;430184;0;0;1508947;1756144;15111;704837;0;704837;0;13355;718291;0;0;256891;-55544;293522;400;91527;39171;59480;0;0;0;4;685452;32839;0;6959;6959;0;0;0;0;0;35615;-35615;-9735;0;0;21280;17214;0;157619;17829;0;0;0;0;130859;6;0;0;0;0;0;25880;MEAUX;12;4,2
529127359;TAXIRAMA TAISSY;52912735900014;4742Z;;;92110;10/12/2010;De 3 à 5 salariés;Société commerciale;0;312098;0;0;0;0;30164;8540;52180;14905;0;0;2157;938;108884;0;0;420982;50000;-110857;-15514;-75427;0;0;0;0;0;0;312;54424;44661;0;397013;0;0;496410;420982;0;431367;0;431367;0;2550;433974;169865;-5166;0;0;70971;5803;114833;36189;48041;0;6000;0;29;446565;-12591;0;2924;2924;0;0;0;0;0;0;0;-15514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15514;CLICHY;12;3,4
668204084;SOCIETE DIDEROT GERMAIN;66820408400010;6820B;;;93160;01/01/1966;0 salarié pendant l'année;Société commerciale;0;48190;0;0;0;0;0;0;31143;14836;0;0;485251;0;531230;0;0;579420;155000;0;143984;445425;0;0;0;0;0;95026;0;18711;20257;0;0;0;0;133995;579420;0;347744;0;347744;0;0;347744;0;0;112;0;74799;64703;0;0;12930;0;3790;0;0;156335;191409;11002;2073;2073;0;0;5155;0;0;1;5154;143984;0;61509;0;0;0;10675;0;0;0;0;0;0;0;0;0;0;0;0;200338;NOISY-LE-GRAND;12;9,6
493540918;SFAMA INTERNATIONAL;49354091800015;4649Z;;;57230;03/01/2007;De 1 à 2 salariés;Société commerciale;0;35001;0;0;0;0;0;4369;1150138;341644;0;39000;0;656;1535808;0;0;1570810;17500;0;7451;257373;0;0;0;0;47451;887514;0;233487;144983;0;0;0;0;1313436;1570810;40121;0;301589;301589;0;0;301589;91861;0;0;0;35730;951;118167;21734;0;0;15709;0;0;284154;17434;1;8662;8662;0;0;0;0;0;5;-5;7451;0;1316;287318;28634;1316;0;5319;0;0;0;0;0;1;0;0;0;0;0;8772;BITCHE;12;4,6
449870427;SARL A PAGE;44987042700027;4334Z;;;69270;01/09/2003;De 3 à 5 salariés;Société commerciale;0;242409;2013;0;0;0;0;0;34751;10842;0;206;28344;2147;78304;0;0;320713;8000;275366;-4460;279706;0;0;0;0;3452;2679;0;8964;25683;0;230;0;0;41007;320713;0;374119;0;374119;1000;0;375124;0;0;34009;13;65630;11053;179468;86109;3273;0;0;0;78;379634;-4510;0;128;128;0;0;417;0;0;238;179;-4460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4639;CAILLOUX-SUR-FONTAINES;12;5
483292736;CYDREL / CAFE LOBUT;48329273600012;5610A;;;69100;28/06/2005;De 3 à 5 salariés;Société commerciale;0;207128;4099;0;0;0;0;0;0;4850;0;0;9751;3091;21793;0;0;228921;10000;0;8557;131225;0;0;0;0;0;0;0;11968;0;0;85727;70523;0;97695;228921;0;0;0;324036;1542;0;325582;0;0;107604;269;45636;6135;104360;45585;6233;0;0;0;-58;315766;9816;0;0;140;0;0;0;0;0;128;0;8557;0;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VILLEURBANNE;12;5,7
794924712;EVEIL AND GO;79492471200027;8891A;;;78670;15/10/2013;De 6 à 9 salariés;Société commerciale;0;35464;0;0;0;0;0;0;18445;6549;0;0;12112;514;37620;0;0;73084;10000;23582;756;35338;0;0;0;0;0;224;0;3107;14838;0;19576;0;0;37746;73084;0;199171;0;199171;5716;0;205375;0;0;5258;0;55080;3895;108624;29116;2604;0;0;0;42;204619;756;0;0;0;0;0;0;0;0;0;0;756;0;0;0;14838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;756;MEDAN;12;4,5
509165312;SARL MGO;50916531200018;4399C;;;59430;01/12/2008;De 3 à 5 salariés;Société commerciale;0;1851;800;0;0;0;0;0;64303;0;0;0;68383;813;157083;0;0;158934;1000;0;57310;114787;0;0;0;0;0;0;0;10665;0;0;1425;0;0;44146;158934;0;400172;0;400172;1322;0;401495;0;0;132162;-400;28719;5418;110522;48267;2290;0;0;0;37;327015;74479;0;1053;1053;0;0;0;0;0;90;-90;57310;0;16027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73427;DUNKERQUE;12;8,2
448540443;ANDALOUS TOURS / ANDALOUS TOURS;44854044300018;7911Z;;;51100;13/05/2003;De 3 à 5 salariés;Société commerciale;0;1476;0;0;0;0;0;214280;171354;39893;0;0;206817;2500;634843;0;0;636320;50000;340897;26651;422548;0;0;0;0;0;0;0;198717;0;0;15054;0;0;213772;636320;0;0;0;1475944;500;0;1479570;0;0;0;0;1345590;2152;66265;24924;1051;0;0;0;0;1439981;39589;0;0;8720;0;0;0;0;0;0;0;26651;0;4220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;REIMS;12;5,6
